run,seed,rho,model,macro_auc,elapsed_seconds,label_cardinality,label_density,realized_lds,median_conditional_cooccurrence,mean_pairwise_phi,mean_true_score_auc
3,3042,0.0,BR,0.6689810210127289,3.142495699998108,1.0,0.1,0.1062222222222222,0.1,0.0069135802469133,0.7897222222222222
3,3042,0.0,CC,0.6700549119025491,3.986063599993941,1.0,0.1,0.1062222222222222,0.1,0.0069135802469133,0.7897222222222222
3,3042,0.0,ML-KNN,0.5822263564879135,6.799509000004036,1.0,0.1,0.1062222222222222,0.1,0.0069135802469133,0.7897222222222222
3,3042,0.0,GCN,0.5911418728136295,33.66257760000008,1.0,0.1,0.1062222222222222,0.1,0.0069135802469133,0.7897222222222222
3,3042,0.25,BR,0.6682869956089877,2.6433068000042117,1.0,0.1,0.1666666666666666,0.16,0.0740740740740733,0.7968511111111111
3,3042,0.25,CC,0.6526760195333907,2.854610299997148,1.0,0.1,0.1666666666666666,0.16,0.0740740740740733,0.7968511111111111
3,3042,0.25,ML-KNN,0.6071635140527041,0.6322381000063615,1.0,0.1,0.1666666666666666,0.16,0.0740740740740733,0.7968511111111111
3,3042,0.25,GCN,0.568077621365234,13.968729799991706,1.0,0.1,0.1666666666666666,0.16,0.0740740740740733,0.7968511111111111
3,3042,0.5,BR,0.6617977774636614,3.1026652000000468,1.0,0.1,0.2451111111111111,0.24,0.1612345679012334,0.8012233333333333
3,3042,0.5,CC,0.6479464100285431,2.9565791000059107,1.0,0.1,0.2451111111111111,0.24,0.1612345679012334,0.8012233333333333
3,3042,0.5,ML-KNN,0.6271256358939086,0.5682318000035593,1.0,0.1,0.2451111111111111,0.24,0.1612345679012334,0.8012233333333333
3,3042,0.5,GCN,0.5811352195748215,19.6846927000006,1.0,0.1,0.2451111111111111,0.24,0.1612345679012334,0.8012233333333333
3,3042,0.75,BR,0.6493507538231265,2.4482723999972222,1.0,0.1,0.3495555555555555,0.34,0.2772839506172829,0.8017733333333334
3,3042,0.75,CC,0.6182186580687695,2.41524919999938,1.0,0.1,0.3495555555555555,0.34,0.2772839506172829,0.8017733333333334
3,3042,0.75,ML-KNN,0.6297285053912035,0.5389736000070116,1.0,0.1,0.3495555555555555,0.34,0.2772839506172829,0.8017733333333334
3,3042,0.75,GCN,0.6026701789145941,17.99203499998839,1.0,0.1,0.3495555555555555,0.34,0.2772839506172829,0.8017733333333334
3,3042,0.9,BR,0.6820955601258942,2.906584099997417,1.0,0.1,0.4204444444444444,0.41,0.3560493827160492,0.8004111111111112
3,3042,0.9,CC,0.6413369646152205,2.465622399991844,1.0,0.1,0.4204444444444444,0.41,0.3560493827160492,0.8004111111111112
3,3042,0.9,ML-KNN,0.6427613235158848,0.378205800006981,1.0,0.1,0.4204444444444444,0.41,0.3560493827160492,0.8004111111111112
3,3042,0.9,GCN,0.4895836631535873,26.00412539999525,1.0,0.1,0.4204444444444444,0.41,0.3560493827160492,0.8004111111111112
4,4042,0.0,BR,0.6949249415085387,2.527846000011777,1.0,0.1,0.1,0.1,-2.994518213641742e-16,0.7904588888888888
4,4042,0.0,CC,0.6942795050163529,2.882645300007425,1.0,0.1,0.1,0.1,-2.994518213641742e-16,0.7904588888888888
4,4042,0.0,ML-KNN,0.5977042171291302,1.8849747000058412,1.0,0.1,0.1,0.1,-2.994518213641742e-16,0.7904588888888888
4,4042,0.0,GCN,0.6756641932799825,13.690743400002248,1.0,0.1,0.1,0.1,-2.994518213641742e-16,0.7904588888888888
4,4042,0.25,BR,0.6237760208714109,2.78520149999531,1.0,0.1,0.1564444444444444,0.16,0.0627160493827154,0.7942666666666667
4,4042,0.25,CC,0.6227503214155641,3.0414031999971485,1.0,0.1,0.1564444444444444,0.16,0.0627160493827154,0.7942666666666667
4,4042,0.25,ML-KNN,0.6006114065351957,1.3405996999936178,1.0,0.1,0.1564444444444444,0.16,0.0627160493827154,0.7942666666666667
4,4042,0.25,GCN,0.6170221164706315,31.20894189999672,1.0,0.1,0.1564444444444444,0.16,0.0627160493827154,0.7942666666666667
4,4042,0.5,BR,0.643493787466937,3.4030571000039345,1.0,0.1,0.238,0.23,0.1533333333333322,0.7927622222222221
4,4042,0.5,CC,0.6222510241253714,3.40828909999982,1.0,0.1,0.238,0.23,0.1533333333333322,0.7927622222222221
4,4042,0.5,ML-KNN,0.5970042876509138,3.366278800007421,1.0,0.1,0.238,0.23,0.1533333333333322,0.7927622222222221
4,4042,0.5,GCN,0.5362698361151625,41.58220629999414,1.0,0.1,0.238,0.23,0.1533333333333322,0.7927622222222221
4,4042,0.75,BR,0.665190069723043,2.8995877999986988,1.0,0.1,0.3402222222222222,0.35,0.2669135802469128,0.7916355555555555
4,4042,0.75,CC,0.6311638564502982,3.488017700001365,1.0,0.1,0.3402222222222222,0.35,0.2669135802469128,0.7916355555555555
4,4042,0.75,ML-KNN,0.6173200408279924,3.334343800001079,1.0,0.1,0.3402222222222222,0.35,0.2669135802469128,0.7916355555555555
4,4042,0.75,GCN,0.5262929678608177,34.11635630000092,1.0,0.1,0.3402222222222222,0.35,0.2669135802469128,0.7916355555555555
4,4042,0.9,BR,0.6889697479041457,3.2578347000089707,1.0,0.1,0.4082222222222223,0.41,0.3424691358024691,0.7924955555555556
4,4042,0.9,CC,0.6328783360094682,2.9173148999980185,1.0,0.1,0.4082222222222223,0.41,0.3424691358024691,0.7924955555555556
4,4042,0.9,ML-KNN,0.6231215402993504,2.098651599997538,1.0,0.1,0.4082222222222223,0.41,0.3424691358024691,0.7924955555555556
4,4042,0.9,GCN,0.5094454935547439,43.30653909999819,1.0,0.1,0.4082222222222223,0.41,0.3424691358024691,0.7924955555555556
5,5042,0.0,BR,0.6909542009891924,3.381101299994043,1.0,0.1,0.1073333333333333,0.1,0.0081481481481478,0.7933622222222223
5,5042,0.0,CC,0.6965714442112494,2.634706400000141,1.0,0.1,0.1073333333333333,0.1,0.0081481481481478,0.7933622222222223
5,5042,0.0,ML-KNN,0.5623052284082168,2.0490065999911167,1.0,0.1,0.1073333333333333,0.1,0.0081481481481478,0.7933622222222223
5,5042,0.0,GCN,0.6281887355113367,17.068887599991285,1.0,0.1,0.1073333333333333,0.1,0.0081481481481478,0.7933622222222223
5,5042,0.25,BR,0.6601695449185552,2.755324700003257,1.0,0.1,0.1664444444444444,0.16,0.0738271604938265,0.7910655555555556
5,5042,0.25,CC,0.6598081767387406,2.504366699999082,1.0,0.1,0.1664444444444444,0.16,0.0738271604938265,0.7910655555555556
5,5042,0.25,ML-KNN,0.5871532042299275,0.5841358000034234,1.0,0.1,0.1664444444444444,0.16,0.0738271604938265,0.7910655555555556
5,5042,0.25,GCN,0.6179506148883913,16.577408099998138,1.0,0.1,0.1664444444444444,0.16,0.0738271604938265,0.7910655555555556
5,5042,0.5,BR,0.6813030262225992,3.51771239998925,1.0,0.1,0.2482222222222221,0.24,0.1646913580246903,0.78792
5,5042,0.5,CC,0.6496750443715441,3.089370699992287,1.0,0.1,0.2482222222222221,0.24,0.1646913580246903,0.78792
5,5042,0.5,ML-KNN,0.5598750805651409,2.111304299993208,1.0,0.1,0.2482222222222221,0.24,0.1646913580246903,0.78792
5,5042,0.5,GCN,0.5018513494139337,27.222559300003923,1.0,0.1,0.2482222222222221,0.24,0.1646913580246903,0.78792
5,5042,0.75,BR,0.660052599260405,2.644905999986804,1.0,0.1,0.3462222222222222,0.33,0.2735802469135794,0.7950999999999999
5,5042,0.75,CC,0.639944095254266,2.3862288999953307,1.0,0.1,0.3462222222222222,0.33,0.2735802469135794,0.7950999999999999
5,5042,0.75,ML-KNN,0.5572982113125888,1.9336556000052951,1.0,0.1,0.3462222222222222,0.33,0.2735802469135794,0.7950999999999999
5,5042,0.75,GCN,0.4370932165713457,15.139464199994109,1.0,0.1,0.3462222222222222,0.33,0.2735802469135794,0.7950999999999999
5,5042,0.9,BR,0.6439214533438058,3.0883737000112887,1.0,0.1,0.4157777777777778,0.42,0.350864197530864,0.7967788888888889
5,5042,0.9,CC,0.6358388461175541,3.450256000010995,1.0,0.1,0.4157777777777778,0.42,0.350864197530864,0.7967788888888889
5,5042,0.9,ML-KNN,0.6034528592295287,3.4612202999996957,1.0,0.1,0.4157777777777778,0.42,0.350864197530864,0.7967788888888889
5,5042,0.9,GCN,0.4351139219852081,21.975040500008618,1.0,0.1,0.4157777777777778,0.42,0.350864197530864,0.7967788888888889
6,6042,0.0,BR,0.6420307196354262,3.115081600000849,1.0,0.1,0.1031111111111111,0.11,0.0034567901234565,0.7974633333333334
6,6042,0.0,CC,0.6414424935362287,2.842833499991684,1.0,0.1,0.1031111111111111,0.11,0.0034567901234565,0.7974633333333334
6,6042,0.0,ML-KNN,0.6000558927377588,0.6530921999947168,1.0,0.1,0.1031111111111111,0.11,0.0034567901234565,0.7974633333333334
6,6042,0.0,GCN,0.6783870568812131,34.24784540000837,1.0,0.1,0.1031111111111111,0.11,0.0034567901234565,0.7974633333333334
6,6042,0.25,BR,0.6674026557482456,3.504472199987504,1.0,0.1,0.1622222222222222,0.15,0.0691358024691353,0.7904644444444444
6,6042,0.25,CC,0.6742193753264122,2.9574066000059247,1.0,0.1,0.1622222222222222,0.15,0.0691358024691353,0.7904644444444444
6,6042,0.25,ML-KNN,0.5258420590689349,2.8117160000110744,1.0,0.1,0.1622222222222222,0.15,0.0691358024691353,0.7904644444444444
6,6042,0.25,GCN,0.6587730133268618,41.8399844999949,1.0,0.1,0.1622222222222222,0.15,0.0691358024691353,0.7904644444444444
6,6042,0.5,BR,0.6653163846409875,3.515031099988846,1.0,0.1,0.2424444444444444,0.25,0.1582716049382706,0.7938922222222222
6,6042,0.5,CC,0.66015598032234,2.918982100003632,1.0,0.1,0.2424444444444444,0.25,0.1582716049382706,0.7938922222222222
6,6042,0.5,ML-KNN,0.5584905750741525,2.50956779999251,1.0,0.1,0.2424444444444444,0.25,0.1582716049382706,0.7938922222222222
6,6042,0.5,GCN,0.6035679905114915,40.38752709999972,1.0,0.1,0.2424444444444444,0.25,0.1582716049382706,0.7938922222222222
6,6042,0.75,BR,0.6648350413364815,2.951167600011104,1.0,0.1,0.3455555555555555,0.35,0.2728395061728389,0.7958755555555556
6,6042,0.75,CC,0.6545662098578883,3.113724800001364,1.0,0.1,0.3455555555555555,0.35,0.2728395061728389,0.7958755555555556
6,6042,0.75,ML-KNN,0.564581002868156,2.232220399993821,1.0,0.1,0.3455555555555555,0.35,0.2728395061728389,0.7958755555555556
6,6042,0.75,GCN,0.5956371012048783,43.93523960000312,1.0,0.1,0.3455555555555555,0.35,0.2728395061728389,0.7958755555555556
6,6042,0.9,BR,0.6828713659137617,2.4658139999955893,1.0,0.1,0.4415555555555556,0.44,0.3795061728395071,0.78778
6,6042,0.9,CC,0.6684504142975958,2.837672499998007,1.0,0.1,0.4415555555555556,0.44,0.3795061728395071,0.78778
6,6042,0.9,ML-KNN,0.5910889207314012,2.528701699993689,1.0,0.1,0.4415555555555556,0.44,0.3795061728395071,0.78778
6,6042,0.9,GCN,0.6060822032088936,34.78573889999825,1.0,0.1,0.4415555555555556,0.44,0.3795061728395071,0.78778
7,7042,0.0,BR,0.6855394654686255,2.41451909999887,1.0,0.1,0.1095555555555555,0.11,0.010617283950617,0.7938177777777777
7,7042,0.0,CC,0.6798605939399811,2.8739029999997,1.0,0.1,0.1095555555555555,0.11,0.010617283950617,0.7938177777777777
7,7042,0.0,ML-KNN,0.5792489309973867,2.046948499992141,1.0,0.1,0.1095555555555555,0.11,0.010617283950617,0.7938177777777777
7,7042,0.0,GCN,0.6710966228736649,13.901542000006884,1.0,0.1,0.1095555555555555,0.11,0.010617283950617,0.7938177777777777
7,7042,0.25,BR,0.6696175037546894,3.09435119999398,1.0,0.1,0.1744444444444444,0.17,0.0827160493827154,0.7927166666666666
7,7042,0.25,CC,0.6724563381407218,3.6929573000088567,1.0,0.1,0.1744444444444444,0.17,0.0827160493827154,0.7927166666666666
7,7042,0.25,ML-KNN,0.5213704830874489,3.674597499993979,1.0,0.1,0.1744444444444444,0.17,0.0827160493827154,0.7927166666666666
7,7042,0.25,GCN,0.6424755019101709,39.99355470000592,1.0,0.1,0.1744444444444444,0.17,0.0827160493827154,0.7927166666666666
7,7042,0.5,BR,0.683144234243592,2.4529593999905046,1.0,0.1,0.2517777777777777,0.26,0.1686419753086409,0.7902055555555555
7,7042,0.5,CC,0.6421854753143783,2.91229839999869,1.0,0.1,0.2517777777777777,0.26,0.1686419753086409,0.7902055555555555
7,7042,0.5,ML-KNN,0.5351449372941228,2.177896000008332,1.0,0.1,0.2517777777777777,0.26,0.1686419753086409,0.7902055555555555
7,7042,0.5,GCN,0.6114616427265646,46.4976852999971,1.0,0.1,0.2517777777777777,0.26,0.1686419753086409,0.7902055555555555
7,7042,0.75,BR,0.6954434823222723,3.041675699991174,1.0,0.1,0.3642222222222221,0.36,0.2935802469135795,0.78924
7,7042,0.75,CC,0.6687782911396782,3.1224966000008862,1.0,0.1,0.3642222222222221,0.36,0.2935802469135795,0.78924
7,7042,0.75,ML-KNN,0.5635916484291774,2.1884000999998534,1.0,0.1,0.3642222222222221,0.36,0.2935802469135795,0.78924
7,7042,0.75,GCN,0.6083229469721444,37.40643959998852,1.0,0.1,0.3642222222222221,0.36,0.2935802469135795,0.78924
7,7042,0.9,BR,0.7417899711843352,3.4532713999942644,1.0,0.1,0.4326666666666666,0.42,0.3696296296296298,0.7977911111111111
7,7042,0.9,CC,0.7171784976852,3.592050400009612,1.0,0.1,0.4326666666666666,0.42,0.3696296296296298,0.7977911111111111
7,7042,0.9,ML-KNN,0.5951127389720621,2.4702846000000136,1.0,0.1,0.4326666666666666,0.42,0.3696296296296298,0.7977911111111111
7,7042,0.9,GCN,0.6285050657614681,34.828899800006184,1.0,0.1,0.4326666666666666,0.42,0.3696296296296298,0.7977911111111111
8,8042,0.0,BR,0.6700715963043352,3.602968300008797,1.0,0.1,0.102,0.1,0.0022222222222219,0.7947555555555554
8,8042,0.0,CC,0.6740390441709135,3.699470200008364,1.0,0.1,0.102,0.1,0.0022222222222219,0.7947555555555554
8,8042,0.0,ML-KNN,0.637396896216186,0.6668178000109037,1.0,0.1,0.102,0.1,0.0022222222222219,0.7947555555555554
8,8042,0.0,GCN,0.6303649240449252,32.17585919999692,1.0,0.1,0.102,0.1,0.0022222222222219,0.7947555555555554
8,8042,0.25,BR,0.67282248359904,3.4723892000038177,1.0,0.1,0.1673333333333333,0.16,0.0748148148148143,0.7893055555555556
8,8042,0.25,CC,0.648547270343785,3.0138621000078274,1.0,0.1,0.1673333333333333,0.16,0.0748148148148143,0.7893055555555556
8,8042,0.25,ML-KNN,0.6032585071776999,1.838921400005347,1.0,0.1,0.1673333333333333,0.16,0.0748148148148143,0.7893055555555556
8,8042,0.25,GCN,0.6104756772930744,23.295142700008,1.0,0.1,0.1673333333333333,0.16,0.0748148148148143,0.7893055555555556
8,8042,0.5,BR,0.6552695369583602,3.596160699991742,1.0,0.1,0.244,0.24,0.159999999999999,0.78876
8,8042,0.5,CC,0.6243656781305127,3.0316081999917515,1.0,0.1,0.244,0.24,0.159999999999999,0.78876
8,8042,0.5,ML-KNN,0.5830059978124933,1.8565745999949288,1.0,0.1,0.244,0.24,0.159999999999999,0.78876
8,8042,0.5,GCN,0.5581344823586875,14.61329680000199,1.0,0.1,0.244,0.24,0.159999999999999,0.78876
8,8042,0.75,BR,0.6771344686328484,2.4841561000066577,1.0,0.1,0.3344444444444444,0.33,0.2604938271604928,0.7923888888888888
8,8042,0.75,CC,0.6539327642693136,2.699025300011272,1.0,0.1,0.3344444444444444,0.33,0.2604938271604928,0.7923888888888888
8,8042,0.75,ML-KNN,0.5647224893860023,1.4703721000114456,1.0,0.1,0.3344444444444444,0.33,0.2604938271604928,0.7923888888888888
8,8042,0.75,GCN,0.5682893991159382,11.196509000001242,1.0,0.1,0.3344444444444444,0.33,0.2604938271604928,0.7923888888888888
8,8042,0.9,BR,0.6869500194966189,2.429222500009928,1.0,0.1,0.4086666666666667,0.4,0.3429629629629629,0.7947811111111112
8,8042,0.9,CC,0.6487628492052713,2.87627860000066,1.0,0.1,0.4086666666666667,0.4,0.3429629629629629,0.7947811111111112
8,8042,0.9,ML-KNN,0.5620496161995492,2.1008717000077013,1.0,0.1,0.4086666666666667,0.4,0.3429629629629629,0.7947811111111112
8,8042,0.9,GCN,0.5584062105159026,48.6056152000092,1.0,0.1,0.4086666666666667,0.4,0.3429629629629629,0.7947811111111112
9,9042,0.0,BR,0.6522492875292182,3.252280699991388,1.0,0.1,0.0995555555555555,0.1,-0.0004938271604941,0.78147
9,9042,0.0,CC,0.6417766143689521,3.039246000000276,1.0,0.1,0.0995555555555555,0.1,-0.0004938271604941,0.78147
9,9042,0.0,ML-KNN,0.5730088927289553,2.0477507000032347,1.0,0.1,0.0995555555555555,0.1,-0.0004938271604941,0.78147
9,9042,0.0,GCN,0.610422252670286,39.744292299990775,1.0,0.1,0.0995555555555555,0.1,-0.0004938271604941,0.78147
9,9042,0.25,BR,0.6681916903116631,3.2920493999990867,1.0,0.1,0.1526666666666666,0.16,0.058518518518518,0.7819144444444445
9,9042,0.25,CC,0.6672139247372424,3.3750175000022864,1.0,0.1,0.1526666666666666,0.16,0.058518518518518,0.7819144444444445
9,9042,0.25,ML-KNN,0.6103132340503667,4.433594199988875,1.0,0.1,0.1526666666666666,0.16,0.058518518518518,0.7819144444444445
9,9042,0.25,GCN,0.6794354604228433,38.64733020000858,1.0,0.1,0.1526666666666666,0.16,0.058518518518518,0.7819144444444445
9,9042,0.5,BR,0.6922722558471643,2.9051459999900544,1.0,0.1,0.236,0.24,0.1511111111111099,0.7834544444444445
9,9042,0.5,CC,0.6706828975466946,3.23070360001293,1.0,0.1,0.236,0.24,0.1511111111111099,0.7834544444444445
9,9042,0.5,ML-KNN,0.6113459578114145,1.1507692000013776,1.0,0.1,0.236,0.24,0.1511111111111099,0.7834544444444445
9,9042,0.5,GCN,0.5966829108056657,14.010360400003265,1.0,0.1,0.236,0.24,0.1511111111111099,0.7834544444444445
9,9042,0.75,BR,0.681250916975735,2.870000700000673,1.0,0.1,0.334,0.33,0.2599999999999985,0.7849144444444445
9,9042,0.75,CC,0.6802300381511008,3.3421691999974428,1.0,0.1,0.334,0.33,0.2599999999999985,0.7849144444444445
9,9042,0.75,ML-KNN,0.5802846392185564,3.639537000010023,1.0,0.1,0.334,0.33,0.2599999999999985,0.7849144444444445
9,9042,0.75,GCN,0.5446463270904518,22.1321098000044,1.0,0.1,0.334,0.33,0.2599999999999985,0.7849144444444445
9,9042,0.9,BR,0.6473039787740807,3.1065567000041483,1.0,0.1,0.4164444444444444,0.41,0.3516049382716037,0.7858433333333332
9,9042,0.9,CC,0.663181667082287,3.469797899990226,1.0,0.1,0.4164444444444444,0.41,0.3516049382716037,0.7858433333333332
9,9042,0.9,ML-KNN,0.5633059987348666,3.3815135000040755,1.0,0.1,0.4164444444444444,0.41,0.3516049382716037,0.7858433333333332
9,9042,0.9,GCN,0.4668012248870561,10.078472499997588,1.0,0.1,0.4164444444444444,0.41,0.3516049382716037,0.7858433333333332
